AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
2006-02-27,-0.001114217294139886,-0.0021263550640242784,-0.00032063435584784065,0.00019018021857070548,0.002343750459335556,0.004634744362498294,0.03616438835553563,0.05051618660681925,-0.00024216000267161916,0.0004235078032736328,-0.03890448335803131,0.0010061376369241513,0.00644141872050913,0.05472735096479032
2006-02-28,-0.0011120577797891888,-0.0028274465103905896,-0.003146001185884954,-0.002955195437299545,-0.0006104564581928758,0.004024462481020915,0.037020434220347974,0.051707988563176814,-0.0007696720483865565,-0.00034655965875086904,-0.03924733602219091,0.000993709695235432,0.006572375078618713,0.05639038220488554
2006-03-01,-0.0011113278363165035,0.006647800196292223,0.0035027585381051255,0.00054789856559332,-6.202462072330952e-05,0.00396264053231669,0.03683909694306365,0.05201413928313773,0.0005552083621784112,0.00020854234040241384,-0.03903780303474233,0.0009432578570061484,0.0065795642636335356,0.05690193971039478
2006-03-02,-0.0011115061504862666,0.005536238469907447,0.00903887909446851,0.003497936009123912,0.0034357233316943806,0.004542704913586312,0.03564903805493272,0.05077225779501085,0.0009055129005608533,0.0011140369113101574,-0.03792361342730775,0.0009004137300881894,0.006412157597372507,0.05531864666624362
2006-03-03,-0.0011121827039533578,0.0044238798105481585,0.013462359379893677,0.0002480817859458814,0.003683095912674565,0.004507217491318028,0.035416716932915,0.05058568835301299,-2.1994643775078978e-05,0.0010919755397428136,-0.03683121494831449,0.0008753706577228698,0.006364498761342745,0.055047635258432454
2006-03-06,-0.0011139943068513114,0.003309474993671739,0.016770918453166035,0.00010339114477466696,0.003784999957477244,0.004491110956482335,0.035244851271605114,0.050608322058049895,-0.00030148662216014757,0.0007903275410537564,-0.03603997479741446,0.000853398892002852,0.006334667157310956,0.0549364474958429
2006-03-07,-0.00111885033778258,0.00218970206140626,0.01895857736139419,5.410109189828393e-05,0.00383600496475344,0.0044774422084293275,0.035081652870361246,0.05061519858907939,-0.000308004216668263,0.0004819415174958377,-0.035556046639581715,0.0008265601041612613,0.006315905489649576,0.05488679161755043
2006-03-08,-0.0011267678894502104,0.0010616011812641557,0.020017225249040368,0.00011124742367067634,0.0039429783754006175,0.00446776513995671,0.03497665509015238,0.050632175115792946,-0.00022905758406095925,0.0002523373662726747,-0.03530096886542759,0.000796512460519293,0.006302066358664757,0.054867924060984334
2006-03-09,-0.0011382647831628442,-7.843111566172066e-05,0.019934901700953498,8.654108338902012e-05,0.004024010600236736,0.00446485837198799,0.03493811363096907,0.050668979973629014,-0.00014949898955753,0.00010211973218703845,-0.035195302052657466,0.0007610257884093692,0.006295192532819885,0.05493440145404501
2006-03-10,-0.0011523928017225962,-0.0012329341452700438,0.018697360639271215,9.774319304051017e-05,0.004115250716049121,0.004461161052381982,0.03490075504366578,0.05069136275377374,-6.876203425034729e-05,3.249949085579882e-05,-0.03515859086975558,0.0007319906792971647,0.006288766083052232,0.05503367074270032
2006-03-13,-0.0011567247003861018,-0.0023903721979138177,0.016305398537168236,6.577815452660418e-05,0.004178698529874802,0.004453846050297468,0.034823051363267424,0.05069264391289255,-9.498823896529539e-05,-6.275868949033715e-05,-0.035220011034272344,0.0007077135813838002,0.006280504916538666,0.05513949708309366
2006-03-14,-0.001168809298712235,-0.0035612554497750767,0.012739438278107388,0.00012972099066384913,0.004301145035453672,0.004442210562137447,0.034684149374060155,0.050662796543779184,-0.0001156063998440219,-0.00017909371132602249,-0.03539516976372539,0.0006929395834233533,0.00626742131133742,0.05518701457772949
2006-03-15,-0.0011732618472864742,-0.004735389537445949,0.008002139511517466,0.00019234841804336743,0.004490639469093677,0.004431429314987999,0.03457032356486859,0.050654536223924296,-9.073141986152544e-05,-0.0002701291242434668,-0.03566356862980533,0.0006816186486758839,0.006254436670591076,0.05519191115337066
2006-03-16,-0.0011758207217102158,-0.005911670160928482,0.00208934209108755,0.00034628615158554355,0.004834919545357095,0.004418994165740596,0.034428839304922715,0.05061889581288864,-9.718714533872642e-05,-0.00036747498881399977,-0.036030071043800266,0.0006688128000813716,0.0062428804631424395,0.055181646800566544
2006-03-17,-0.001176767937421818,-0.007088643934537238,-0.004999922597964368,-0.004656017154815023,0.0001778382272078054,0.004462207898578977,0.034750547193203245,0.05096530384838011,-0.00020992536127921699,-0.0005777116849949776,-0.03660612392154209,0.0006584690339216123,0.0062659053701836056,0.05561276121257424
2006-03-20,-0.001176670175060761,0.008897879755526222,0.003898203507464075,-0.0007577241503959638,-0.0005796983622983269,0.003882546024382898,0.03519114708055237,0.05242358211347388,0.00033984987756965717,-0.0002378945599931773,-0.036843844027962334,0.0006083091397191547,0.006378625642690657,0.057607537567995686
2006-03-21,-0.0013283129450131976,0.007568329978099243,0.011464119209813875,0.005206317924750753,0.004624021691916775,0.00437309644726768,0.03383935748339433,0.051095246936372546,0.0011075883909903086,0.0008693959481003031,-0.035972676529931705,0.0005700421429949273,0.006213171092305792,0.056090181345622395
2006-03-22,-0.0018382785898352612,0.005728019941260615,0.01718851311512475,0.0002314740372367538,0.004851655007261466,0.004326744672191243,0.03342863847755729,0.0506622005897573,0.0001770374816893285,0.0010457169700061031,-0.034923925784315246,0.0005477777830106823,0.006151529696434162,0.055735702126720715
2006-03-23,-0.0024861711089175943,0.003240237229471597,0.020425839382154278,-1.7803918369285745e-05,0.004830936161217295,0.004300238498159761,0.03315805914561294,0.05050612077847292,-0.00029190737745690557,0.0007532289426158708,-0.03416844480290584,0.0005297041704892193,0.006117317239673635,0.055655990089793446
2006-03-24,-0.0027867336775501492,0.0004514824865524752,0.02087362182388027,1.6313477518725683e-05,0.004843621166790631,0.004280426748538922,0.03297458607655964,0.05041837838181316,-0.0003589014943922814,0.0003935758456511538,-0.03377209021797675,0.0005168801657256943,0.0060818255159202405,0.05565548268320569
2006-03-27,-0.0028393532897389834,-0.0023888754648208887,0.0184828956496345,5.509377799043456e-05,0.004896866061767673,0.004264362142417138,0.03279014984931507,0.05035522425146607,-0.000317941804978152,7.524566591024902e-05,-0.033695400225566816,0.0005073695257069366,0.006053385966670876,0.05562262504723122
2006-03-28,-0.002840757523773906,-0.005229699930817827,0.013253059082623832,0.00010191872915098339,0.004998633879021306,0.004258126008842934,0.032721872620355565,0.05028052483335832,-0.00027574644179501333,-0.00020052394042738227,-0.03389582786423198,0.0004922692052981435,0.006024134764435292,0.05553526638499711
2006-03-29,-0.002857075276440896,-0.00808794423051123,0.005162626324931395,0.00015596025280705604,0.0051515738569558,0.00425583962421973,0.03267577759647554,0.05019064373904713,-0.0002465328912341118,-0.0004474484244442442,-0.03434150489673727,0.00048694755532354534,0.005992910975316378,0.05537882691542913
2006-03-30,-0.0028564717489247384,-0.01090114845634219,-0.00573723782091374,-0.0055809294164934015,-0.0004286145439277142,0.003827291724706294,0.03370393507670601,0.05123333076468641,-0.0008666224637859074,-0.0013142377768561003,-0.0356549748028406,0.00048571240726282537,0.0060888802230830595,0.05660513259308571
2006-03-31,-0.002854030652596911,0.011643696213714862,0.005918652211786349,0.00034130317019636454,-7.19844105371942e-05,0.00375663917918216,0.03371034701702696,0.052050380911442366,0.0012634624037008793,-5.188649603694564e-05,-0.035702259895692964,0.0004068164342106436,0.0061237211341110594,0.057627118185200325
2006-04-03,-0.006099704957751205,0.00554369323344748,0.011461847000919248,0.005305113151009339,0.0052327010461654935,0.004211153847842981,0.03230800794500826,0.05018001766675967,0.0011689027945427281,0.0011169502418661072,-0.0345849902114542,0.00037827257102781257,0.005907579063619244,0.055262350305637156
2006-04-04,-0.006105810088948198,-0.0005623421052739766,0.010899140386784523,0.0005884307269277646,0.005820788270135404,0.004165944944696813,0.031920381684815015,0.0495560236865963,-0.00025855272544484845,0.0008583144172617603,-0.03372636891816227,0.00036467846402303344,0.005811136890661883,0.054373610395562294
2006-04-05,-0.006126169908439,-0.006690580832322673,0.0042043084022785095,0.0003371582913228969,0.006153212665777899,0.0041487921544643615,0.031785820067341784,0.049235660269447624,-0.0007477003936646815,0.00011000183973616594,-0.033613901051103984,0.0003467984417059646,0.00574661090440923,0.0538057781350483
2006-04-06,-0.006126103595345943,-0.011087045989512583,-0.006882614534947111,-0.006545421874247032,-0.00039213412535929606,0.003756667108207463,0.032777440533394896,0.05019140890332999,-0.0013549824306592906,-0.0012449929749373647,-0.034858832991944956,0.0003376920496267034,0.005810772491779024,0.05477780087610972
2006-04-07,-0.006125559893995804,0.013751287778275946,0.0068722842276734124,0.00032765201653223,-5.7662476377634284e-05,0.0036992278849954313,0.03294094171301292,0.0511419745895881,0.0011784738536600803,-6.671968133086682e-05,-0.03492480872655317,0.00023914699342953425,0.005853115788552153,0.0560456520980395
2006-04-10,-0.008148749639289011,0.005600296126272195,0.012469141907618704,0.0062216535977679295,0.006161470174243464,0.004118435124499235,0.03150538972423397,0.049238428151251755,0.0010708813902482422,0.0010036966489245366,-0.03391913221744665,0.00020882975608154509,0.005609902597514134,0.053623160858358145
2006-04-11,-0.008149014699857033,-0.002548739065222332,0.00992037189538013,0.0007018620375500638,0.006863305895414856,0.00407099276591402,0.03108279666679148,0.048472388058952265,-0.0003124612962282987,0.0006912272789354955,-0.03322787717811064,0.00019586275785149135,0.005473924670819123,0.05248810904390439
2006-04-12,-0.008155536285308048,-0.010705860263188491,-0.0007887850643320156,-0.0001599276325097615,0.006699759095740754,0.004069941480686044,0.031029268573806706,0.048140823623963734,-0.0007715452337763779,-8.089757099680838e-05,-0.03330659258250746,0.00019102553131173045,0.005379407377028697,0.05186020904866875
2006-04-13,-0.008153908383942787,-0.006102235396225811,-0.00688714323509994,-0.007046174617033424,-0.00034371488086262016,0.003726401667648885,0.03217373754268831,0.04945723722071609,-0.0007198812496824437,-0.0008011558499609884,-0.034106348990854615,0.00016672231100858917,0.0054421776220099985,0.05330235772633636
2006-04-14,-0.008151021715850273,0.0129620950491231,0.006099680338715407,-0.0009422932829271954,-3.666422065188735e-05,0.0036906734478929803,0.03245522573446979,0.050451057315523386,0.0011394943443423307,0.0003373438486602329,-0.033765790485602895,9.830221477347851e-05,0.005462346964463362,0.0545974063067436
2006-04-17,-0.009709003419653172,0.0032477345646341887,0.009338065858233628,0.007194266634102302,0.007152512657694261,0.004082810878252844,0.031136910836650163,0.04872074765085628,0.0009919371911257856,0.0013284107346655022,-0.03243434455944001,6.599573259061066e-05,0.005237514724834992,0.05232636272144185
2006-04-18,-0.009739669595470622,-0.00649584899028465,0.002835797719497405,0.0008627114526972257,0.008010133832411797,0.004039527256592858,0.03076206413018213,0.0479878311785921,-0.00042190120616346366,0.0009053531445452565,-0.03152530875035945,6.193656780909111e-05,0.005067732886490109,0.05092180623915309
2006-04-19,-0.009738447871117021,-0.012027225264786648,-0.009189824698249742,-0.008326353661756023,-0.00031466323565903256,0.003724804228106901,0.03183478682738407,0.04901152960033378,-0.0015422888722436948,-0.0006373447624416517,-0.03216137390961843,6.906923967797718e-05,0.00505766779857826,0.05156312882066798
2006-04-20,-0.009736583870280608,0.00978484645224469,0.0006185343506536553,-0.007705177941285159,-3.744897412688263e-05,0.0036877556381136934,0.032040869245056135,0.049915707759551,0.001047371930716482,0.00040943522236749474,-0.03175035938788685,2.8104064371243254e-05,0.005053610645833371,0.052459476571942755
2006-04-21,-0.009735333292073515,0.0018687391050892514,0.002495306484167666,-0.0052085736804580035,-7.253861254731658e-06,0.003680720138749829,0.03192566898202173,0.049787584640421524,0.00017972610564654997,0.000588863775012355,-0.0311606712390159,2.6481266971859956e-05,0.004995149390723908,0.05195258150737498
2006-04-24,-0.009731043913319585,-0.0017949576938741613,0.0007230226605665386,-0.004480324824758705,2.192728979648751e-06,0.0036838728615776464,0.03178406312138292,0.04978140836563069,-0.00013994520784812667,0.00044777516542608177,-0.030709977601539058,2.9462615008338002e-05,0.004866813162072596,0.051398629105029646
2006-04-25,-0.009726209592487703,-0.0024153555351090704,-0.001660563242373448,-0.006135289556701096,7.676910889602613e-07,0.003685660148570793,0.031673009885339956,0.04980944214229081,6.9372663272186e-05,0.0005158548732213966,-0.03019093541949732,2.7220978145005138e-05,0.004759563476749532,0.05105416070611271
2006-04-26,-0.009722067423068899,-0.00171309953778165,-0.003343985697138378,-0.009474670939559497,-4.716324158836255e-06,0.0036817651918594906,0.03153026904570314,0.049820639267903886,0.00016981716690486407,0.0006846615166047854,-0.029503782330723705,2.0669333376887926e-05,0.004626054720288894,0.050574383204176315
2006-04-27,-0.009717926937300177,-0.0008350537163458235,-0.0041388796592011475,-0.013608490316721556,-6.9387691328472165e-06,0.0036753672766453665,0.03137233488262092,0.0497910883436676,0.00016183553303728498,0.0008453641405112352,-0.028656047591443596,1.2426246786482125e-05,0.004481030908118488,0.049944937496453845
2006-04-28,-0.009711892412548223,-0.00035967770399961813,-0.004409807657636617,-0.018010148591481805,-8.495924848645698e-06,0.0036673617268671316,0.031208514476098806,0.049678784495189886,0.00016517703500352582,0.0010088485697048951,-0.027644079603558278,1.4799486423754645e-05,0.004365044074191775,0.04937420709598006
2006-05-01,-0.009711014193785629,8.949497498157898e-06,-0.004379015891368636,-0.022387761713196636,-7.888690865478903e-06,0.00365953171920376,0.03109242335958619,0.04957707478208865,0.00014593192538187196,0.0011545093242796706,-0.026489126257345588,1.526390882064583e-05,0.004273953229167865,0.04860945569489011
2006-05-02,-0.009710343977433429,0.0002403486542978433,-0.004104757604815452,-0.026491295906923493,1.7584083817401274e-06,0.0036613221944610855,0.031008363030721544,0.04955413010169959,0.00018837086569594124,0.001342659723668628,-0.025146144645033088,2.3449656887253334e-05,0.004165139896046978,0.04786430230288087
2006-05-03,-0.0097083499486432,0.0001255457719619119,-0.00371580741858273,-0.030203033372413462,6.303572297018006e-07,0.0036620015662936095,0.030868346246692248,0.04951648905933022,7.806041075456363e-05,0.0014200277177731262,-0.023725210258716697,3.518310642999475e-05,0.004066189078793547,0.04706190658579041
2006-05-04,-0.009705711419003098,-0.0010156029371965866,-0.0032283934113314125,-0.033425486735345754,4.001971118439287e-06,0.003666011384102059,0.030791437201674852,0.049484788139981827,0.00012546343307608048,0.001544486409702063,-0.022179563336085405,5.0633917542532446e-05,0.003971474851312367,0.046342327667128994
2006-05-05,-0.00970505152961642,-0.0032323493805643997,-0.0025602314325828585,-0.03598409197902333,5.48305757161521e-07,0.003666546682823136,0.03072645579905657,0.049511626193817805,5.641886417756045e-05,0.0016006281845383878,-0.020578657917174698,6.453678874457208e-05,0.0038561384358849365,0.045569824878080326
2006-05-08,-0.00970460090254711,-0.005648832688580957,-0.0021274172170949036,-0.03811032127043038,-1.1830903846435288e-06,0.00366534644849573,0.03063021046848216,0.049562191946231904,-2.0955057649698046e-05,0.0015794655771464367,-0.018999012926393877,7.330679744250551e-05,0.0037479287109738134,0.04476300236541626
2006-05-09,-0.009702968507138322,-0.008023889419110163,-0.001971115345762489,-0.04007675895521177,-3.192384363237277e-06,0.003662069111619055,0.030566323791325508,0.049592306147444566,4.528269138164008e-05,0.0016239235455820305,-0.017374469871501135,8.739034620876224e-05,0.0036444831966200323,0.04409613796417137
2006-05-10,-0.009701524800357358,-0.01042752933867972,-0.0019385756256025029,-0.042010819890820346,-1.6063928886401998e-06,0.0036603614989948424,0.030459234641682445,0.049659853864140444,-5.527155242639916e-05,0.0015678605928978679,-0.01580609171062572,0.00010708556864903699,0.003531759535841669,0.043124080451326464
2006-05-11,-0.00969836620785943,-0.012648006862419585,-0.001662078876240847,-0.04366191237021485,1.0076417767852803e-07,0.0036601573077167868,0.030397996700438946,0.04978170832185902,-9.217851877565732e-06,0.0015568573258616938,-0.014248165318456489,0.00012640996610629313,0.003420180137099784,0.042212192964243146
2006-05-12,-0.009696084802353101,-0.014631883267477537,-0.0015741599733317699,-0.0452272950037698,5.229532430415838e-06,0.0036651216000111795,0.03038539516378559,0.05000607967804333,5.6522959582130076e-05,0.001612059594312232,-0.012635381638104449,0.0001569367422499359,0.0032866741825658876,0.04121955024089572
2006-05-15,-0.009695316053667535,-0.016655528558733805,-0.001456165989969898,-0.046680168050901825,9.028221252902903e-06,0.0036740473197662167,0.030436715634016554,0.050201125452873974,0.00015905646525801585,0.0017706592814594935,-0.01086449415157425,0.00018623383117557761,0.003182474846509352,0.04044557957152695
2006-05-16,-0.009695179787132304,-0.018766756554482008,-0.0015302599093988925,-0.04820977137430416,4.4549973267174246e-06,0.003678482224638242,0.03046834228115487,0.05034591516176363,0.00021399600793451772,0.0019845712124623607,-0.00887988492395385,0.0002159661049892273,0.003106596990455367,0.04000872747895044
2006-05-17,-0.009692543591836049,-0.02103041626479594,-0.001619402061654379,-0.049814798089347745,2.786044151529946e-06,0.0036808406706829093,0.03048406568659406,0.0505159436822117,6.626612359298801e-05,0.0020492188359582386,-0.006829966567015224,0.00024841304361033524,0.003025548454769589,0.03946433652648801
2006-05-18,-0.009690793872321156,-0.023222299613965356,-0.001700365014774346,-0.05150430757868291,-3.6650044195662272e-06,0.0036768985054846035,0.030486388581710728,0.0506311716652531,2.1318738339979462e-05,0.0020693638808484934,-0.004760154317694098,0.00026688114468124887,0.002975104395050465,0.03906296336208938
2006-05-19,-0.009689043936957967,-0.025538702650255263,-0.0016675141804750229,-0.05315939650370839,-4.563623876135392e-06,0.003672071269814244,0.030476183117336512,0.05072273961220644,-6.315001552229264e-05,0.0020048904366767404,-0.002754836751520214,0.0002715554979182511,0.002925045923403542,0.03872682878833088
2006-05-22,-0.009688214808104757,-0.027727725067357063,-0.001600953389223477,-0.054753511463044795,-7.547389724335416e-06,0.0036644110279740517,0.030436024356854757,0.05077592831466808,-2.7327856723048167e-05,0.0019768083890428444,-0.0007778518245229502,0.0002790205879293513,0.002894801279687521,0.03855349773589068
2006-05-23,-0.009688116409821954,-0.03022780197187344,-0.0016606795252949145,-0.056413203320598605,-4.084070710320042e-05,0.0036235592679274144,0.030087805992120607,0.05049657420822792,-0.0011765703001626188,0.0008001361521156442,2.229697544120111e-05,0.00030288731032022346,0.0028720288688537598,0.038404405430787665
2006-05-24,-0.009686874318061447,-0.0324419914247481,-0.0015794680491052783,-0.057976602573320504,-3.4109319731712936e-05,0.0035893375367785827,0.029852027312654832,0.05025296827351072,-0.0008096003541076832,-1.0843297931466721e-05,1.1544177253396131e-05,0.00032388404486234044,0.0028185710159790967,0.038077002659196675
2006-05-25,-0.009685761502905108,-0.03448146667282364,-0.001390050361437946,-0.05934797770779283,-2.8378027609642615e-05,0.003560890669535235,0.029629828648180655,0.05009445103441873,5.925396982372383e-06,-6.260667607595768e-06,5.319970744158737e-06,0.000335112438038037,0.0027897639696565888,0.03791420202832014
2006-05-26,-0.009684783190511036,-0.036380167542270914,-0.0011698363020126053,-0.060495261888196074,-2.4050278273016678e-05,0.0035367932540117082,0.029430088594999657,0.04987882642896209,1.4134694334615515e-05,6.51567943140216e-06,1.180460735473686e-05,0.0003507557815638129,0.002755985501483516,0.03772205477813606
2006-05-29,-0.009683711887323932,-0.0380283724375633,-0.0009968417795284913,-0.061457261754919064,-2.2437638425549235e-05,0.0035143191683417096,0.02926755109465948,0.04970177755137039,3.921192013118457e-06,8.756942362559879e-06,2.045256870588972e-05,0.0003744944398773489,0.002714830706608501,0.03751240851956728
2006-05-30,-0.009682110573193113,-0.03967653371664132,-0.0010481613149647994,-0.06242607678063832,-2.4648917500500202e-05,0.0034896524736500916,0.029089997147973747,0.04952186889453882,8.020327671496837e-06,1.3979342811778448e-05,3.415317157388607e-05,0.0004126728711274283,0.002674558735724824,0.03727436339085921
2006-05-31,-0.009682035520213296,-0.041282053095723366,-0.0009711730064737713,-0.0633914472686523,-3.0230765056396432e-05,0.00345942437812026,0.02887053817272031,0.0493378235515276,-9.369338093864402e-06,4.463038102166585e-06,3.8596037738343694e-05,0.000451421283946253,0.002648906906335738,0.03712738249639984
2006-06-01,-0.009680923062833479,-0.042889076974897127,-0.0012029819420938648,-0.06442740186921424,-2.8103450807089075e-05,0.0034313947244997965,0.02866446741415699,0.04911259905375228,-1.1913938436684726e-05,-9.852381605722617e-06,2.834267300893533e-05,0.0004816774751993588,0.002623648597703182,0.03692553511781656
2006-06-02,-0.009680002732621313,-0.044375730744981454,-0.0018848878186420164,-0.06528817117462131,-2.4913257760686564e-05,0.0034065587175345978,0.02846275019263768,0.04889405615271533,7.810510924600357e-06,-4.192555790993052e-06,2.3736195254071335e-05,0.0005067711452424469,0.0026021085262234985,0.03672984151332069
2006-06-05,-0.009679309114179026,-0.04547851063046655,-0.004494611341654687,-0.06525843772801122,-1.7823264262561847e-05,0.0033887887221877907,0.02833007169316682,0.048766937575448095,1.4529884722695528e-06,-4.491810809744178e-06,1.8873492365821807e-05,0.0005265574855442025,0.002578714798356445,0.03657542930498226
2006-06-06,-0.009679271878443195,-0.046613565684955345,-0.008055082624735433,-0.06502801453967179,-2.2411841956007795e-05,0.003366380321932612,0.028211988809431987,0.04866097849670351,3.6701664607864687e-06,-9.239526123853821e-07,1.7925908259252878e-05,0.0005445268033700266,0.0025548370087366255,0.03640053938533351
2006-06-07,-0.009677922914454686,-0.04767417300832011,-0.011897921366136734,-0.0648118395831959,-2.5741412197935194e-05,0.0033407704353404597,0.028049165725787605,0.04853885738369462,7.833882038176975e-06,2.8790506057344474e-06,1.9807639966773123e-05,0.0005657479240419045,0.0025380229719813713,0.03622365095379307
2006-06-08,-0.009676819613697636,-0.04865511784590497,-0.01563644742859265,-0.06461107762989547,-2.375515352413261e-05,0.0033171471792345065,0.027926540138662484,0.048385989379863555,-1.646167443170489e-05,-1.7124898411182583e-05,1.7411315895545337e-06,0.0005684978773412161,0.0025220149297287687,0.036117344431430144
2006-06-09,-0.009675711607190426,-0.049656511728905964,-0.019268278705445608,-0.06459479350515905,-3.274911566955143e-05,0.003284584558375527,0.027727862167421236,0.04817546331143216,1.3781832430965117e-05,-7.176468884533357e-06,-6.5250721181371095e-06,0.0005628729343488676,0.002519892909910862,0.036087535946094054
2006-06-12,-0.009674675594023859,-0.05074700138957843,-0.022549752687429092,-0.06448381068461068,-3.3142116278699995e-05,0.0032516999037850358,0.02759041891843164,0.04798045924605172,2.1200841168610437e-05,1.017588687110165e-05,2.4925276530815876e-06,0.0005661158641110517,0.002515105120437561,0.03602505480455933
2006-06-13,-0.009673549464614264,-0.05169606293463584,-0.025353523734541316,-0.06443578237764082,-4.1052764461366936e-05,0.0032110653503029975,0.02745214144734041,0.04782228133931417,-1.1768463241543777e-05,-6.122975170851186e-06,-5.086289622852487e-06,0.0005617393704842455,0.0025173343265865542,0.036028639067740564
2006-06-14,-0.009672481337356327,-0.05271314884755757,-0.02801672456568027,-0.06450807310893429,-4.575420768388061e-05,0.003165891730317539,0.027270429274038943,0.047628249510816886,1.9727171508259303e-06,-8.831747029903144e-06,-1.55207941276398e-05,0.0005468177149691127,0.0025310052281387113,0.03597536713990069
2006-06-15,-0.009671402679077947,-0.0537103103378268,-0.030802759577457026,-0.06452030289875814,-4.4534290780912184e-05,0.0031221382987615194,0.027048048728828884,0.04741462290316478,2.9501996522306023e-05,1.5439890342671533e-05,-2.007595180769185e-06,0.0005453241156155869,0.002543341928045036,0.03590805026410331
2006-06-16,-0.00967032801883525,-0.05462050115482366,-0.03395350389983576,-0.06433193453341084,-3.6470229633445744e-05,0.0030866357960819784,0.026938540265546245,0.04719362655517792,-2.827785426066387e-06,6.8547487753774466e-06,2.564813534306696e-06,0.0005482920139325449,0.002549790513344737,0.03580843150335602
2006-06-19,-0.009669215187251253,-0.05549860939236359,-0.03684338752616413,-0.06423936932028534,-3.989183706063435e-05,0.003047943959415581,0.026774221612982776,0.04706881382624863,3.97529900984208e-06,4.147593192919712e-06,3.8763636751959995e-06,0.0005524847588921422,0.002553432615354985,0.03574317135977016
2006-06-20,-0.009668161063465328,-0.05638236246055859,-0.0400460744000078,-0.064136421306673,-4.1666246240725805e-05,0.0030076637569983536,0.026620608536508574,0.04692333566471725,9.745232805423626e-06,6.83407147374698e-06,7.504849582415868e-06,0.0005601906214193039,0.0025536504682713585,0.03562769549709389
2006-06-21,-0.009667081344489592,-0.05713940826120954,-0.04314853390198796,-0.06404552804498524,-3.602032276285679e-05,0.0029733242457456737,0.02648426887060556,0.04672136582268601,-6.377946541976637e-07,-1.8541546277322888e-06,1.7255692757523794e-06,0.0005620162756728154,0.0025525153316184497,0.03554082214544902
2006-06-22,-0.00966598215983428,-0.05784518687185563,-0.04599875242664163,-0.06392458325940911,-3.5989571130572696e-05,0.0029393449926837954,0.026363010611806594,0.04652785686907222,1.8590773104370805e-05,7.5806994725810755e-06,4.532897441861069e-06,0.0005665422093311409,0.0025499425867062235,0.03550137709639312
2006-06-23,-0.009664892356545206,-0.05841268939473281,-0.04850926326951624,-0.06384360215346158,-3.258418941708257e-05,0.002909091120774948,0.026282598893673046,0.04642887491796923,-2.203029234700542e-06,-4.652009716780283e-06,-5.6893951820484806e-06,0.000560748430435993,0.002547922343632046,0.03544236492664094
2006-06-26,-0.009663644107573867,-0.058888946503077376,-0.05070211934678704,-0.06379638851098933,-3.393682991655231e-05,0.002878337604787786,0.026221035992037407,0.04634777662223442,2.461039490774296e-05,7.3735649784060395e-06,-5.800128354795962e-06,0.0005547315334269427,0.0025467639645227777,0.035389368231080104
2006-06-27,-0.009663626829937355,-0.05933595451473607,-0.052654496956095226,-0.06374011112128015,-3.08629371665893e-05,0.0028475249366350804,0.026176468932544085,0.04625356625839995,-1.2256311282131772e-05,-5.0723553124724415e-06,-1.0992658086634939e-05,0.0005437341414503008,0.0025451492353891496,0.03541685494298564
2006-06-28,-0.009663603506174066,-0.05983203146457384,-0.05466705417088094,-0.06373321389463132,-3.435695330485653e-05,0.002813247096649161,0.02609464323523531,0.04618694802800003,1.139288606164188e-05,6.038089639716012e-06,-5.147280863126789e-06,0.0005385783910116117,0.00254485592619026,0.03537282499183851
2006-06-29,-0.009663564502670896,-0.06027321874662169,-0.05652521825902242,-0.06374841100279294,-3.313722406976204e-05,0.0027802626642749254,0.02602411656824126,0.04608056804921991,-1.016134339244344e-05,-4.649183270827842e-06,-1.0185613741778944e-05,0.00052837486191023,0.002545728504090509,0.03532659648374161
2006-06-30,-0.009663476986804628,-0.060675540132919516,-0.05831694286515449,-0.0636502171356335,-2.484727031752271e-05,0.0027557866304517955,0.025978354299933285,0.04596380500733254,1.2678077777407281e-05,6.689339391769169e-06,-4.628282191465e-06,0.0005236950649087373,0.0025407017147203313,0.03527482514442015
2006-07-03,-0.009663055557645345,-0.06098155074873699,-0.059876470148994075,-0.06350150135702483,-2.3633517568086007e-05,0.0027340847688872663,0.025928134660759966,0.04587563806795055,1.1566784311630693e-05,1.0684007129495629e-05,-2.1666900578090695e-06,0.0005212110865961026,0.0025328633425465356,0.03526531350685027
2006-07-04,-0.009662813901833978,-0.06128004442759683,-0.06173336803883145,-0.06326172172514201,-2.3261742310423958e-05,0.002712019534399622,0.025859739216968852,0.04578866861527643,5.071180479223014e-07,6.073616731920675e-06,-3.938483343889979e-06,0.0005170492464744959,0.0025220536546356684,0.03518652738575222
2006-07-05,-0.009662538224421513,-0.06155195016487504,-0.06334402785303775,-0.06308495511585739,-2.3649143939606867e-05,0.0026898425015750432,0.025798371431813658,0.04569841057690983,3.70081276044971e-05,3.579261518964006e-05,-2.301762063405683e-06,0.00051444111725006,0.002512033718629654,0.035130242725354414
2006-07-06,-0.009662394829362344,-0.06164005373895302,-0.06441321540192924,-0.0629528154617425,-2.4424483203071023e-05,0.0026662794827316855,0.025774478821857277,0.04568259791770303,0.00044558013072013475,0.00047663444471964244,-2.126959667333039e-06,0.0005121330942034841,0.0025005205597718235,0.03508099762222968
