AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
2001-06-13,0.32080555483335965,-0.001644078361157666,-0.0013579463008192498,-0.008224211071402523,-1.1606441528791844,0.091732853893416,-2.342111032531196,-4.4264823844764845,-28.48274657270025,-12.70814780955472,-2.6876221352494407,1.9211661775654842,0.8080875979446275,0.7550844781627462
2001-06-14,0.3208055476129706,0.0022779766201856226,0.0009200261240689561,-0.007304182492438961,-1.1679483431138131,0.09141194222680576,-2.3683964770308603,-4.53710566361481,-28.510975171424363,-12.751356049346972,-2.6957529462582426,1.907029701020154,0.7628213525587184,0.7938317374656445
2001-06-15,0.3208055140898462,1.2097347766152384e-05,0.0009321036781982727,-0.006372066659498767,-1.1743204471433166,0.09095195689008685,-2.4090378670080796,-4.658106655214907,-28.49684938670506,-12.818957779117168,-2.7087841709256475,1.894360340828795,0.7167143858844413,0.8363918529061458
2001-06-18,0.3208054368999698,0.0031999748557985886,0.004132031601400638,-0.0022400058642501027,-1.176560542555976,0.09021378294992818,-2.4416606277618906,-4.777520601503114,-28.489743731097093,-12.873402802262344,-2.7234153783098827,1.8788486062067558,0.6665073988978455,0.8787613217191931
2001-06-19,0.32080521600391715,-0.0041417422874867795,-9.850095629158879e-06,-0.0022497736372981275,-1.1788105844789971,0.0895919238704575,-2.4650736364736443,-4.899695540739516,-28.489395499043916,-12.968402689993644,-2.738871611123009,1.8554728045954583,0.6164415193961849,0.9202235247656757
2001-06-20,0.3208052133405479,-0.004000895261049599,-0.00401074708329717,-0.006260519733242661,-1.1850711075644216,0.08935055498098501,-2.4687626518982717,-5.034880986843899,-28.500784716827997,-13.113202931879403,-2.756516788375547,1.8320109090887386,0.5715740595639323,0.9605597660734707
2001-06-21,0.3208051936241997,0.002956863805833593,-0.0010538962185929663,-0.007314408603130024,-1.1923855412337234,0.08902857325537473,-2.480817925939587,-5.157839541505135,-28.527450411118057,-13.245256652728296,-2.762614121175861,1.7995523893680732,0.5262514710957358,0.9926283752939294
2001-06-22,0.320804663624512,-0.00032214940249686205,-0.0013764011930278244,-0.008690612021165157,-1.2010768373946705,0.08872275636551062,-2.5018760627807795,-5.2878312552407065,-28.552000349685688,-13.36397302417806,-2.7689795224387055,1.7688864221926348,0.48063767234695814,1.0272441315334164
2001-06-25,0.32080445104290034,0.0016003721810887036,0.000223826364872844,-0.008466703892889539,-1.209543817967953,0.08836669578325951,-2.538201584435004,-5.429730814929086,-28.586851829519848,-13.469223901239156,-2.7771785294872773,1.74173436954738,0.430213852728563,1.058962819571302
2001-06-26,0.3208039439104216,-0.0016334785403466297,-0.0014100024169609853,-0.00987650974900275,-1.2194209995929064,0.08803754198924113,-2.5744302062082243,-5.604620241348494,-28.599391891308397,-13.552407394904307,-2.78810211461635,1.7189136265357554,0.3814970736821526,1.095301019617761
2001-06-27,0.32080386167900865,0.0015916935940006656,0.00018163439358520733,-0.009694842944232627,-1.229115951828873,0.0874945468190571,-2.618095047975796,-5.76816840001536,-28.607718446299486,-13.640254873852536,-2.8056416412802045,1.6948533898325904,0.3365159840192613,1.1250611463047973
2001-06-28,0.3208037553316784,0.0024864305297912976,0.0026679915524112307,-0.0070268098357149445,-1.2361429025264885,0.08694377371099961,-2.6509881986959587,-5.944893988970625,-28.649286530568606,-13.740580680449067,-2.831661077973303,1.6601735878875283,0.29366655338712183,1.1491519077762002
2001-06-29,0.32080373354014596,0.0010891999415011597,0.003757176346368094,-0.0032696249993556087,-1.2394125568472631,0.08666693051506012,-2.6676197769225825,-6.089355191353654,-28.72055953899706,-13.860969776131833,-2.8573048677046207,1.626751175689611,0.24707701472165428,1.1721778099023088
2001-07-02,0.3208036296730373,-0.0035883025171501385,0.0001688015320648929,-0.0031007831807704435,-1.2425134805860611,0.08636384292780981,-2.685257828616852,-6.239650173675949,-28.757295004154845,-13.961169778991621,-2.8804741131409695,1.599900671637612,0.19367319993632226,1.1972489712851897
2001-07-03,0.3208035692545789,-0.001371533227662238,-0.0012027742049213722,-0.004303533741682153,-1.2468170965408416,0.08608446954144619,-2.6999929898209842,-6.380192444519412,-28.80717172100783,-14.031540248666373,-2.9011005419698668,1.5714641158588145,0.14567656015044503,1.2337760126978756
2001-07-04,0.3208035092473514,0.0023202360078485506,0.0011174191301274552,-0.0031860912268903184,-1.2500032698163863,0.0855281505998573,-2.7127920885106658,-6.498224532865007,-28.839517391842154,-14.091392155002175,-2.9181461632236676,1.5464072604284123,0.09695745062294028,1.265698811108033
2001-07-05,0.3208034897306637,0.0007791094765815843,0.0018965145382046583,-0.0012895693304954949,-1.2512928660131897,0.084892276613805,-2.7168464953736624,-6.611751140655618,-28.87085570096075,-14.12891959720241,-2.933174526077574,1.521960971147295,0.050641173399807365,1.2963448890052218
2001-07-06,0.3208032866268567,-0.004041244117816166,-0.002144879479069633,-0.0034343718537010025,-1.254727526751144,0.08449754888723339,-2.728150404046051,-6.7388129920063236,-28.913342405832793,-14.18087560620172,-2.9488632515168205,1.5035728786560325,0.014167458957426191,1.3104983467380937
2001-07-09,0.3208031275932802,0.0038995085637279618,0.001754508540935083,-0.0016798024266443145,-1.2564075632617402,0.08377266821966631,-2.752939441134862,-6.853943221605475,-28.91987918158592,-14.233737631594778,-2.9617066790944797,1.4911057787687825,-0.007005590977127046,1.303487351955791
2001-07-10,0.3208025695789806,-0.0017221195728557544,3.195067597179226e-05,-0.0016476468521284156,-1.2580560646947911,0.08313040228903885,-2.77777479515622,-6.96574892487686,-28.928601366566284,-14.277442765707205,-2.975668702012349,1.475862212476708,-0.019501701578486488,1.2839750192906167
2001-07-11,0.32080174597177397,-0.0004466901065222539,-0.0004154114001721044,-0.0020627568511236466,-1.260120154088012,0.08236847480976087,-2.8120488754719224,-7.064165029287872,-28.91861668034663,-14.317062642416055,-2.9921159152308423,1.4607218647150926,-0.025893092613952458,1.25807124830495
2001-07-12,0.320801716384099,0.0031599124017278593,0.002744475855621026,0.0006817293143958572,-1.259438475447077,0.08159680592575924,-2.8497926477848976,-7.189386840363486,-28.893369110451893,-14.361728663043916,-3.0037106278866705,1.4439008829036994,-0.03225213432102283,1.2258188465240083
2001-07-13,0.32080114690226536,-0.006115958431564561,-0.0033719888967112858,-0.0026900480452037856,-1.2621295808674815,0.08095874496083982,-2.8830429897480028,-7.288483926885814,-28.889120943120485,-14.414779930815774,-3.0167174877261558,1.4253952855688232,-0.04138579561368827,1.1844285370241288
2001-07-16,0.32080093445481567,0.0032927735835228712,-7.94115356150543e-05,-0.0027693816969651475,-1.2648993811702482,0.08037350133604733,-2.9183400878709445,-7.386662400409872,-28.882741537952644,-14.471268112685044,-3.0341822426038485,1.406084957324915,-0.03971746919823689,1.1447096429369226
2001-07-17,0.3208008500690535,-0.004487326938082507,-0.00456682010196724,-0.007336171300443327,-1.27223573021045,0.07978684390664623,-2.9674391391626953,-7.507007449286021,-28.885524441936106,-14.512752752427764,-3.049385863033951,1.3847336410934787,-0.03306072615120952,1.1116484204592567
2001-07-18,0.3208008323522078,0.005761707004636121,0.0011948690736504892,-0.006141295794811326,-1.2783770652187503,0.07924574361898183,-3.02871818665235,-7.654612533784292,-28.881516639951894,-14.559728219038668,-3.059936313424315,1.3613881584682208,-0.025702719266832125,1.0859456071103224
2001-07-19,0.3208007944675305,0.002490122131812689,0.003684951005798795,-0.0024563316484655343,-1.280833486440334,0.07831686778017093,-3.0732293336802265,-7.784281720116331,-28.81892059603658,-14.613381657361586,-3.073561177760936,1.3337806841082993,-0.023810006385176875,1.0621354175631739
2001-07-20,0.32080060271317,-0.005088257884440943,-0.0014035209439000774,-0.0038597936196264424,-1.2846937597262658,0.0774285114709104,-3.1145605275892816,-7.928175466175245,-28.77361290173126,-14.640750968128735,-3.0997960796348676,1.306728933315979,-0.03051715475782778,1.031617442770725
2001-07-23,0.32080044407229835,0.003074232131740255,0.00167052535849032,-0.002189216212430901,-1.2868834065323775,0.07631928481383486,-3.136819022320998,-8.071012866197341,-28.715853281210066,-14.670331869795522,-3.1268571732669566,1.2870608437466695,-0.04431064605599744,0.9873061457563669
2001-07-24,0.32080039561595325,-0.0019813951575266718,-0.0003109298049383598,-0.002500130691367832,-1.2893836803993788,0.07530923976355314,-3.159980880483416,-8.230057282285236,-28.671109056131012,-14.7371662140884,-3.1578881606784748,1.269615141635563,-0.053444160910775494,0.9338618016494487
2001-07-25,0.320800299134459,-0.0027378458981968555,-0.0030489016028992467,-0.005549005886376658,-1.294932994716391,0.07417677594885608,-3.181033630051888,-8.395784325628771,-28.58726921442655,-14.797352724325078,-3.1808154572948126,1.253319925360814,-0.059657344288064025,0.8742041312865386
2001-07-26,0.3208000969879299,0.0036700426987382366,0.0006208649637036543,-0.0049280909988988235,-1.299861782059922,0.07281892748066539,-3.1975347786116943,-8.519202949376682,-28.46229233943527,-14.871250685139236,-3.2134736047043346,1.2396550894585001,-0.0656022362451694,0.8086012731369348
2001-07-27,0.3207999447445935,-0.000557358233378194,6.328758774620811e-05,-0.004864769015710065,-1.3047271225828707,0.07161220255192698,-3.2138992970990223,-8.644423944577603,-28.347565740437716,-14.942692289691013,-3.2476768174268846,1.225579425382577,-0.07247589304647291,0.7361249457161476
2001-07-30,0.3207995849625826,0.003959964294260937,0.004022696595076346,-0.0008419876686425784,-1.3055706210045326,0.07040483252172151,-3.233231342804856,-8.76862781164656,-28.24460397792256,-15.031832452341597,-3.2926507889894205,1.212749521143945,-0.07501595382770712,0.6611079840268069
2001-07-31,0.3207993083374736,-0.004272347097521691,-0.0002501128617460648,-0.0010920446724154084,-1.3066639943604497,0.0693564343136135,-3.2385893537454367,-8.892751927108277,-28.12513287578608,-15.143886195729905,-3.3330077192734646,1.198089686651905,-0.07595473682501094,0.5851524946476958
2001-08-01,0.32079906011272896,0.0012288346157084391,0.0009782698810245844,-0.00011373446620854774,-1.3067791114145917,0.06850463023057315,-3.2362778489724007,-9.01391193586792,-28.010742228002403,-15.241561860987145,-3.3783912948200623,1.18201104526598,-0.07085162595454739,0.5143002193051384
2001-08-02,0.32079896790953416,0.001205352874023455,0.002183438683197319,0.002069713650935367,-1.3047100015443278,0.06743169098734608,-3.2398302761579636,-9.118709195597658,-27.86880571351547,-15.28171491893181,-3.4279274478119364,1.1678184790845603,-0.0675661170459018,0.44673387154728267
2001-08-03,0.320798915174883,-0.002237222663515714,-5.3899342519060105e-05,0.002015816031214142,-1.302694595409842,0.06618096895837103,-3.2403505568571944,-9.212427369781805,-27.702760780627187,-15.311767500654994,-3.4757956270791244,1.157653311384958,-0.06957858619500683,0.3771551596835085
2001-08-06,0.3207988354675178,0.0017167112658688704,0.0016626206325619296,0.0036784344558360793,-1.2990169039668953,0.06503597337031804,-3.2454339503175746,-9.328335096278481,-27.535006688374526,-15.332156469290412,-3.517214361126962,1.1473457865408572,-0.0733287146026735,0.30382626090264836
2001-08-07,0.32079882671346793,-0.0035607605175891643,-0.0018981628775493488,0.0017802706200573096,-1.2972367321142368,0.06391294322433695,-3.2410986326458944,-9.434093846265823,-27.383681006935255,-15.369239507206574,-3.5590291504381995,1.1377635846822807,-0.07311872353961975,0.2307075193766461
2001-08-08,0.32079875516769685,-0.0008671332733657201,-0.0027655054308010386,-0.000985247375716253,-1.2982229866479669,0.06284944600180128,-3.2383740477381697,-9.539399894448964,-27.25254938167555,-15.42272663814147,-3.5925237094975895,1.1287000867091115,-0.07529962025370956,0.15540773596817767
2001-08-09,0.3207986770756011,0.002220948483822981,-0.0005448152906456818,-0.001530083443787557,-1.299754513791498,0.06159903024553011,-3.23984459575852,-9.65066548411228,-27.11812611113131,-15.489617209210964,-3.6280748022761142,1.1186982526695484,-0.07082722669233041,0.08458032550756839
2001-08-10,0.3207985789495503,-0.00010440128751245295,-0.00064958002078104,-0.0021797017581438303,-1.3019366037782685,0.06011709879265233,-3.2468265113692687,-9.7707501186818,-26.919506542292655,-15.5223248754317,-3.6560315872861016,1.1093982219157668,-0.06463186196719443,0.019948234730328064
2001-08-13,0.32079851193615844,-0.0028663444362067537,-0.0035162029727303905,-0.0056959430055347265,-1.3076350616126686,0.058559900243477486,-3.240778677605026,-9.90349259954309,-26.73072364786717,-15.571115945539352,-3.6850128680912686,1.1014657311792866,-0.056690799436397966,-0.03674270055990398
2001-08-14,0.32079845602444296,0.006347789383473947,0.002831303099033141,-0.0028646840281090946,-1.3105040707656341,0.05681391968191428,-3.2625705345231424,-10.03961989184806,-26.517598472993814,-15.630122607424486,-3.72639209988489,1.0927870584147494,-0.008787742880190203,-0.04553056374088392
2001-08-15,0.320798449951927,0.0021765197325347855,0.005007786426491621,0.0021430957609937813,-1.3083626674334146,0.05523564422864038,-3.285625748761053,-10.197174071437587,-26.26664958079492,-15.679118575579833,-3.773179466247883,1.0848113772305616,0.016786598600491493,-0.028743977707335562
2001-08-16,0.3207983624006468,0.09788787396340011,0.1028950384692659,0.10503801367135468,-1.3054176552708772,0.053911887162099645,-3.2913373740961784,-10.326200557054424,-25.963416926871286,-15.655066438346275,-3.8015614731922955,1.076159708269936,0.030216039735925404,0.0014718654872667458
2001-08-17,0.32079835413079355,0.14755007301850712,0.2504450514639545,0.35548305283285864,-1.303135318687814,0.052549524481989844,-3.293900029431675,-10.425661278742336,-25.663367837372917,-15.609237248357811,-3.8243805747959074,1.06747445072842,0.03953286435522477,0.04100471747062596
2001-08-20,0.32079829383832115,0.12461518493527354,0.37505978343014346,0.7305427345109337,-1.2997529672136627,0.05109429632359242,-3.286514528924664,-10.52110337769238,-25.356498349010238,-15.579217163749947,-3.845457554244636,1.0561824728778744,0.050028115601932426,0.09103274458149978
2001-08-21,0.3207981502492125,0.07496856171495232,0.4500269730097326,1.1805693866131144,-1.2957265242620666,0.04983786041341319,-3.2709442488209213,-10.61754589049596,-25.074714815926214,-15.533690744692926,-3.875077119961714,1.0475922109250544,0.05322914868299804,0.14426167371137896
2001-08-22,0.32079814182787625,0.028968599208778378,0.4789954847410164,1.6595648494287634,-1.29438098225901,0.04853044077974863,-3.2503037300734356,-10.722371512316514,-24.807212057945243,-15.485921468582527,-3.8986510973795965,1.041265852078677,0.05233113666412134,0.19659279632833873
2001-08-23,0.3207981408815894,0.025476275102239373,0.5044717461085199,2.164036591990481,-1.2938737620033547,0.04731770253151918,-3.238813472124822,-10.825745984744554,-24.542560170907898,-15.458867377934517,-3.9228714059144054,1.033947724900442,0.06446231475948573,0.2610551092216343
2001-08-24,0.320798139614226,0.013809760880764852,0.5182814765359528,2.682318060193537,-1.295107845483514,0.04641586133163258,-3.22233183673395,-10.953858911748544,-24.282331098739697,-15.432997621912428,-3.9484407806795168,1.0278110530072107,0.0709372886448383,0.33199239523632806
2001-08-27,0.3207981374636492,0.0011142914675144246,0.519395689219776,3.201713726797797,-1.2931823906450486,0.04563886752167413,-3.204477427499352,-11.086540643374347,-24.03272585842046,-15.41369738520615,-3.9841874128789514,1.022430455278655,0.07354180278452804,0.4055341923171633
2001-08-28,0.32079813412863883,-0.025710607579112008,0.4936849152039702,3.695398593420272,-1.293235631381303,0.04494980000811557,-3.1866210924220675,-11.222266359619878,-23.795928027549518,-15.338791395566826,-4.024283494924491,1.0167693481620677,0.07243453253501934,0.4779687103424504
2001-08-29,0.32079812489871906,-0.009852985770507354,0.4838306661983197,4.179228874351607,-1.2917422276904837,0.044064397107960854,-3.1855966853857494,-11.352631568618627,-23.565217888201726,-15.225477529093597,-4.062592804137684,1.0128608344772427,0.07783813561428259,0.5558067535204116
2001-08-30,0.32079812491042464,-0.0013220517251555032,0.4825086105171662,4.66173748362348,-1.2916657753877714,0.04312899984412022,-3.182607760818188,-11.441544014639453,-23.344701219694482,-15.10349348414802,-4.099578955135968,1.0084848674268927,0.08110412880493366,0.6369108820650157
2001-08-31,0.32079813671024343,0.02285776077401526,0.5053655358826168,5.167102749415333,-1.2896425483446783,0.04214585503845899,-3.184652560798399,-11.553279180092673,-23.092694800928953,-14.979617154860298,-4.136049806907559,1.0029627365798708,0.08168700305508765,0.7185978403079337
2001-09-03,0.32079815895741315,0.017457084295478823,0.5228217085262428,5.689924158543947,-1.2884743096573426,0.04105560071606306,-3.1881153160606486,-11.670243679244704,-22.884520788510144,-14.88058177122099,-4.171193754919365,0.9994020062054696,0.08030657229673577,0.7989043709287
2001-09-04,0.3207981590935505,0.007740671464988317,0.5305623759952354,6.2204865332112975,-1.285860187093169,0.03990319959547345,-3.1883200388972406,-11.809762678684448,-22.68481674055544,-14.787253486652437,-4.211960884935257,0.9956683819058405,0.07771049223176009,0.8766148630065451
2001-09-05,0.3207981591783559,0.002856788775881901,0.5334191627612866,6.753905695296258,-1.2825598447429938,0.038895461477947674,-3.1931685962136864,-11.930450228460156,-22.603097884366413,-14.742859237266401,-4.257323527395418,0.990641207642383,0.0698544186442223,0.9464692815924766
2001-09-06,0.32079828619631057,0.031118295622169723,0.5645347823407184,7.318439507784424,-1.2782631825437254,0.03761249288842131,-3.1846142264357753,-12.060186143956168,-22.52472954906489,-14.632938571367127,-4.3155166226638935,0.9860322720481213,0.07247167074628078,1.0189409560884783
2001-09-07,0.32079832620388515,0.04798763043357307,0.6125217631882244,7.930961055468319,-1.2768916900258995,0.03625332688452921,-3.1943619059372756,-12.186968605094709,-22.420511621471086,-14.543892284803302,-4.385180530823643,0.9838527948471274,0.07338635556808745,1.0923273019500794
2001-09-10,0.32079833122729956,0.06076576577663309,0.6732874578725663,8.604248490482913,-1.2730178002356523,0.03488628618287485,-3.2233694289006816,-12.355975157272214,-22.27714463088028,-14.441910708444123,-4.460194227342483,0.9833429684131979,0.07734008659991368,1.1696673879957775
2001-09-11,0.3207983479880927,0.03763221035039926,0.7109194431689484,9.315167860362607,-1.269642220867716,0.03359641666427787,-3.2401811248010803,-12.52635126481292,-22.162878309354195,-14.340383237164406,-4.535146648193639,0.9818957729079564,0.07502466969456816,1.2446920585031682
2001-09-12,0.3207983536981475,0.033749736754474194,0.7446690991443594,10.059836930633745,-1.264939117127046,0.031924634146822936,-3.232069613280881,-12.732604661470997,-22.05456360811328,-14.252203180761454,-4.625007135082138,0.9803852682925259,0.07124537968709721,1.3159374401372013
2001-09-13,0.32079847658701377,0.05697096591890735,0.8016384526500886,10.861474810695425,-1.2614892754560378,0.03053336953470196,-3.2177083709640377,-12.915279535844672,-21.948633883870652,-14.191158803144683,-4.720297657879138,0.9788305129103481,0.06900049523400102,1.3849379869676346
2001-09-14,0.3207984893974243,0.06434638124996879,0.865984675426197,11.727459428466895,-1.259153340460198,0.029158109879832025,-3.2102049399376296,-13.117882527030341,-21.796054993446596,-14.10835765994539,-4.8093403835252095,0.9775424674210434,0.06876059205460638,1.4536985862161944
2001-09-17,0.3207985107904736,0.08254164930018976,0.9485260788249321,12.67598541614714,-1.2600924519157348,0.027503492006019228,-3.2029162761542382,-13.311518108702394,-21.598293673278974,-14.042821689274414,-4.882865863084063,0.9764147195617304,0.07414066857537258,1.5278392690185139
2001-09-18,0.3207986315746348,0.10532932286280411,1.0538539369555813,13.729838759478616,-1.2632358021352208,0.026360727015382984,-3.203080463780376,-13.511086520764948,-21.400300736946,-13.994339960619342,-4.959701339426966,0.9780541155102515,0.0847014325995944,1.6125408174302784
2001-09-19,0.3207986951307644,0.07297879890194449,1.1268319828767621,14.856670433442018,-1.2633141243311419,0.02502445093428195,-3.208340645662411,-13.736714713111416,-21.222216264291056,-13.95479776938094,-5.028573447321078,0.9775288962337453,0.08352169199100908,1.6960625755474235
2001-09-20,0.320798782444767,0.007114190549759086,1.1339451436289132,15.990615148874644,-1.265712669539998,0.023424192004083366,-3.2143512560343868,-13.995027780438791,-21.048980073805694,-13.914158779587321,-5.07845733438718,0.9752147379496862,0.06499141306061046,1.7610540873558507
2001-09-21,0.3207987855713836,0.00032913000217858095,1.1342742399435142,17.124889375366227,-1.2648110432264383,0.021535978048351303,-3.203716480122783,-14.283273433170406,-20.91686678444572,-13.876430268981288,-5.140709147110883,0.9715108423622439,0.05089238731015313,1.8119464780454135
2001-09-24,0.3207989972146346,0.024521567422914392,1.1587935089663433,18.283681941598594,-1.2633720863345548,0.019789289225626356,-3.186619748276588,-14.558685149690037,-20.848490837013905,-13.867835562363755,-5.210817284789504,0.9655441108150865,0.045400722301718814,1.8573474638467284
2001-09-25,0.3207990040405171,-0.09458855103202304,1.0642048820552483,19.347886791976197,-1.2644969202611738,0.018102285873061404,-3.1767385755285886,-14.798405325149671,-20.76273996702717,-13.819728300843344,-5.264532161991301,0.9457793364551467,0.030941235020424618,1.8882887079314337
2001-09-26,0.32079918176645195,-0.14380601626827066,0.9203968616845214,20.268282791813164,-1.266725254038658,0.0162202260882342,-3.164217010054201,-15.060811193403788,-20.666933747891918,-13.762967372473712,-5.332629828704376,0.9253162997149749,0.01231304295369059,1.9006020055775956
2001-09-27,0.32079951017866937,-0.041434790062718066,0.8789584317287127,21.147239607747505,-1.2679800130891832,0.014500980234008838,-3.1521175515707722,-15.352742467555695,-20.579367712017298,-13.671215781205897,-5.4125390192188805,0.9076972217845016,0.006325549400136087,1.9069280720884954
2001-09-28,0.3207998728881069,-0.002086317062775821,0.876868069671688,22.0241058444451,-1.265227365870514,0.013107969300096977,-3.140928519313991,-15.651163645895949,-20.504597165979863,-13.568004378156141,-5.51711776408463,0.8923575330541813,-0.0006134712316679986,1.906315230064277
2001-10-01,0.3208002153047235,0.03974089870788646,0.916605153465282,22.94070925269802,-1.2644721936287662,0.011746082920480272,-3.1300341556117233,-15.934316077727601,-20.47170268947628,-13.49166664178384,-5.609170777476288,0.8792170554512567,-0.0035669399163236006,1.9027489375246451
2001-10-02,0.3208002179007887,0.07881260463171946,0.9954177268936317,23.936126965048963,-1.2649759865099053,0.010562711307955209,-3.119471654965802,-16.207382846238257,-20.375204789741332,-13.39175737923604,-5.675553896616948,0.8662875461755185,-0.003282731763014038,1.899466211460237
2001-10-03,0.3208002296640688,0.0346226527813103,1.0300402418740269,24.96616714383365,-1.266173519567723,0.009614087896896589,-3.109860192756523,-16.475441426466944,-20.26462323241436,-13.33269424934494,-5.745555240937397,0.8523913127589582,-0.004974860922804632,1.894491376920663
2001-10-04,0.32080051259962555,0.007918381713411471,1.0379550868775926,26.004120578540334,-1.2698042280566775,0.008646180924969712,-3.1012772810490103,-16.68666353899034,-20.184878968867448,-13.25152104624833,-5.817882726848601,0.8363980521107879,-0.012262562157833062,1.8822295252353949
2001-10-05,0.3208005622240754,-0.1385386386977504,0.8994158629915439,26.90353617727734,-1.2759720958437766,0.007825544828751016,-3.0934546597893435,-16.89496453811171,-20.073604639419276,-13.13255837910956,-5.883582015993882,0.8229994869541309,-0.021160868394352505,1.861068775250243
2001-10-08,0.32080059683730655,-0.04447300333043011,0.854942454346113,27.758478444502362,-1.282611655569902,0.006984299182031037,-3.086472178205275,-17.08946633419351,-19.9825846192635,-13.017351217172893,-5.98961393121779,0.8089412652069286,-0.021272125453871988,1.8397967378125872
2001-10-09,0.32080060208550093,0.10477897296852387,0.9597213632293132,28.71819977755755,-1.288224967572038,0.006352487019460677,-3.080119944213847,-17.278795226501092,-19.89237990459212,-12.936990675735737,-6.09542423256552,0.7951694983704761,-0.024254813899911992,1.8155419391257255
2001-10-10,0.3208007128025357,0.119840117228317,1.079560046727685,29.79775915303103,-1.2898787627728736,0.0056757984493119714,-3.074450925781794,-17.49237448606565,-19.834374515877673,-12.940285554025955,-6.204639715252729,0.7817946944870157,-0.03236289604362659,1.7831794027481696
2001-10-11,0.3208007196082996,0.011800265324640168,1.0913602062565304,30.889119306722883,-1.2905194925483456,0.004904196427547678,-3.0695469322872024,-17.66517131019334,-19.76371034840353,-12.949887638539892,-6.299060186131003,0.7684879881106941,-0.029524914534660794,1.753654513879234
2001-10-12,0.32080075400755,-0.03955458524930662,1.051805074493807,31.940924121594982,-1.2909738573676706,0.004314500918929053,-3.0652326753483923,-17.84067361421847,-19.710606432942136,-12.959574008145177,-6.424502684343142,0.7577702298387617,-0.02680835793573233,1.726846287178715
2001-10-15,0.3208009079663494,-0.06623547240408888,0.9855670936202866,32.92649005092433,-1.2906548359981762,0.0036668142292853793,-3.0615673226914994,-17.980959108053707,-19.64251594277612,-12.963009710643675,-6.593576240025753,0.7451641760285693,-0.030555303882001065,1.6962916166477489
2001-10-16,0.3208011605713151,-0.02429124574356058,0.9612711363718637,33.887759031284844,-1.2925422765387415,0.002956361373125077,-3.058612652858583,-18.11484919830559,-19.587269846716055,-12.98092776250754,-6.75626071294606,0.7320045680008418,-0.03462513211092234,1.6616676442945766
2001-10-17,0.3208013363351314,-0.07754622224068293,0.883721532626664,34.77147891880292,-1.2957020817409712,0.0021990857785624605,-3.0564145722908913,-18.285111137442303,-19.52741999482558,-13.029117094905207,-6.9348151344344355,0.7187273154226128,-0.04374789565659376,1.6179206666348296
2001-10-18,0.32080165908769837,-0.11341979182976107,0.770294776571717,35.54177019136273,-1.3010903179900917,0.0012611555456232442,-3.0551565333922643,-18.442421397889056,-19.475767790845836,-13.056016976265163,-7.12330015065118,0.7051083085655756,-0.056753462447431006,1.5611700846145367
2001-10-19,0.32080166967330775,-0.11125024083944188,0.6590442802460993,36.20081434379641,-1.3059993978960824,0.0005651375510815479,-3.0545914646451506,-18.623147632146456,-19.42410903665616,-13.092008808830252,-7.303550490018427,0.6912568233562325,-0.1038939882712364,1.457276200952606
2001-10-22,0.3208022389689191,-0.0876565388252251,0.5713691194932845,36.772175112673885,-1.3091219815274675,-0.0002871885524691315,-3.0548814093175602,-18.782891513792467,-19.393156173901424,-13.159633342798083,-7.490152446354231,0.6796074566834294,-0.1742917289916928,1.2829897334942633
2001-10-23,0.3208026623376933,-0.05005680903430842,0.5212961875665482,37.29346385909642,-1.3108758618906058,-0.0012139926933173186,-3.0560972845253884,-18.923757241072124,-19.375672659399193,-13.264750780944647,-7.690042032514614,0.6678615317438584,-0.2402805062189587,1.0427128700601158
2001-10-24,0.3208030695819572,-0.05448163237811799,0.4667967884223981,37.76025141385775,-1.3093553201226351,-0.002150605173614769,-3.0582495433396133,-19.10389925196366,-19.35088920009096,-13.34477751138217,-7.8998624290801525,0.6551280444661308,-0.26907434900911587,0.773641934478343
2001-10-25,0.3208031684626594,0.017906080635553715,0.4846941966475578,38.24494242658796,-1.3072399088404285,-0.002876410955057076,-3.061126055518136,-19.237074385278902,-19.33760377333763,-13.435915703680877,-8.122917568127695,0.6436510069853932,-0.3061379719251521,0.4675048725347139
2001-10-26,0.32080321924849337,0.1359752426282399,0.6206646686736809,38.86560377068058,-1.3023036135507833,-0.0036517333500908264,-3.06477805921758,-19.3484428344272,-19.32804918014909,-13.501994931727381,-8.3667648743829,0.6317520830218843,-0.3368238316109417,0.13068149343794583
2001-10-29,0.3208038384689069,0.19089454336275422,0.8114763334980706,39.67698860111536,-1.2971334603567914,-0.004047296535621527,-3.068828790476439,-19.44475274878478,-19.327211852776234,-13.547684884407655,-8.622749016235197,0.6200737276602843,-0.36465212778994693,-0.23396443789766086
2001-10-30,0.320803840658406,0.21781207241681622,1.0292870264423888,40.180930185656855,-1.2930134159208366,-0.004699471849995559,-3.0735282717993755,-19.556112408959773,-19.282070390818703,-13.611323925846449,-8.922424044341685,0.6086051402445976,-0.39990264095945405,-0.6338670573725671
2001-10-31,0.32080442839877443,0.36152072149592324,1.329513742731371,40.52213424529442,-1.2889430320135473,-0.005599179064061107,-3.0791298532420375,-19.682306291729095,-19.236398928598504,-13.672726721289965,-9.254860133934274,0.5965260535546835,-0.4120279646662612,-1.045888875373786
