dates,diamonds,butter,cars,cucumber,bananas
2009-12-18,-0.6752927258164495,-0.551473756177275,-0.5015449436659113,-1.345195859591765,0.09685355264776654
2009-12-21,-0.6749756097751586,-0.5341160235836638,-0.5126636704926889,-1.3498940256671996,0.09678776608864345
2009-12-22,-0.6786505171729306,-0.5360167607428665,-0.5256658799256779,-1.3379629644828488,0.09724277225659445
2009-12-23,-0.6795783866133155,-0.5363358359831031,-0.5155209709763133,-1.3302589623081107,0.09719704256246364
2009-12-24,-0.6800850317227468,-0.5351951115607941,-0.5179673889016329,-1.345813354648727,0.09728827557188202
2009-12-28,-0.6795821528146293,0.5366772754769521,-0.509141870935925,-1.3424717652125988,0.09728118592233605
2009-12-29,-0.6768028681861867,0.534060111627422,-0.5095787668828413,-1.3125360260193668,0.0976494506583963
2009-12-30,-0.6751811226404727,-0.5348283402836531,-0.5101932579369373,-1.3182165784316158,0.09741748524723771
2010-01-04,-0.6762560402603457,0.5231672752426453,-0.5070087222538149,-1.3227443796668592,0.09588150342503236
2010-01-05,-0.6660924464465836,-0.5241289553313049,-0.5078624537079199,-1.3168591722611385,0.09517333767715754
2010-01-06,-0.6599648009240594,-0.5241980813598284,-0.5036016068030763,-1.2968979634662023,0.0935252615751854
2010-01-07,0.6642108222819482,-0.5241041198438248,-0.5025335016174474,-1.2978118067597624,0.09372850733218109
2010-01-08,-0.65684806526972,-0.5220560682909428,-0.504740962681193,-1.2943164765072168,0.0937407846993805
2010-01-11,0.6645734554395836,-0.5372810585879229,-0.5037823650192389,-1.302243412357966,0.09401297334275785
2010-01-12,-0.6633937423002462,-0.5457354414763127,-0.502381088893918,-1.299250347436208,0.09409180446806635
2010-01-13,-0.6596979218397643,-0.5437433232553002,-0.49873618290104677,-1.2951086364232351,0.09392568932245991
2010-01-14,-0.6554781721449736,-0.5446619862126697,-0.4996699520827418,-1.2946136373286434,0.09354478749154901
2010-01-15,0.656970243324,-0.538102784887192,-0.49789820233102633,-1.3042399657105044,0.09443778186952008
2010-01-18,0.6540767957679389,-0.533686014707418,-0.48886664777296573,-1.2885367611350627,0.09441164950223632
2010-01-19,0.663636342932015,-0.5302456509925815,-0.4920043989916369,-1.2856285056699166,0.09443111664416258
2010-01-20,0.6679201188214839,-0.5289950989666911,-0.49252759919251465,-1.282984758978948,-0.09446511735500727
2010-01-21,-0.6632238904509488,-0.5299926873173462,-0.4910884739711181,-1.2832593885326882,0.09456303630427226
2010-01-22,-0.663032015676975,-0.5251174597592192,-0.4887033949074358,-1.2751212893284396,0.0944645028326387
2010-01-25,-0.655657783325616,-0.5238619250957539,-0.49571296076383303,-1.275918168876812,-0.09402841079994836
2010-01-26,-0.6561476387004203,-0.5221258718478982,-0.4964199457573895,-1.2650092325929059,0.09539724850482044
2010-01-27,-0.6607333453861279,0.5245170631059551,-0.48020919857120103,-1.2768330993227999,0.0954217995653024
2010-01-28,-0.6677074693312279,0.5242268919450237,-0.47894912007120727,-1.276983002683393,-0.09460478576855519
2010-01-29,-0.6662961609484873,0.5239423796501487,-0.486169517796042,-1.2833027116006868,-0.09670823234842306
2010-02-01,-0.6696532838548561,0.5227726527673132,-0.48577487593031643,-1.2767841839573946,-0.09669157239391013
2010-02-02,-0.6714006166016305,0.5251067448671067,-0.48574719471452577,-1.2709702416891093,-0.09607464564068394
2010-02-03,-0.6793517452230224,0.5269826034768331,-0.48464181960820174,-1.2680149056941412,-0.0958986498508327
2010-02-04,-0.6779215445698898,0.5269463859103165,-0.4714565410326666,-1.2719064536418556,-0.09863127872149582
2010-02-05,-0.6847447341123529,0.5284026363881694,-0.49738964754848947,-1.2721812351467108,-0.0985485858473322
2010-02-08,-0.6845343763044356,0.5314678060384718,-0.49612678721570913,-1.2591742393685779,-0.09868356300298352
2010-02-09,-0.6795394728659061,0.5298899962930707,-0.49787104989315367,-1.2670089404596918,-0.09907344598808812
2010-02-10,-0.6786450473741308,0.5316052166854913,-0.49637719549887016,-1.2571239173026738,-0.09923604787415788
2010-02-11,-0.6812972378646637,0.5315666859008497,-0.4960002608089091,-1.25733157984095,-0.10061459890050804
2010-02-12,-0.6831260889441516,0.525384240223562,-0.49264526845969453,-1.2608606248177157,-0.10156479830770634
2010-02-15,-0.680294304007975,0.5250310353376976,-0.48637482210323885,-1.2542826513977896,-0.10136464354837794
2010-02-16,-0.6774088356986856,0.5269519461019654,-0.464167075258778,-1.2560693100080675,-0.10138038272407611
2010-02-17,-0.6777186559300238,0.5320431630331203,-0.4640575082629891,-1.2185792264216428,-0.10117485721011216
2010-02-18,-0.6756105976211227,0.521866722222327,-0.46009741173780794,-1.2188516492054675,-0.10090305549314743
2010-02-19,-0.6772936946859371,0.5239620855219272,-0.4610117741105376,1.2602647154023703,-0.10133550607923218
2010-02-22,-0.6910094318500811,0.5111128679541879,-0.4552657487031444,1.2495958991664935,-0.10216050006083824
2010-02-23,-0.7071515099341437,0.5105910658760788,-0.4500128311737743,1.2478153111271475,-0.10217660120470044
2010-02-24,-0.7073986433359132,0.5090294590617015,-0.44437905421445384,1.2460461823876534,-0.10383544710573206
2010-02-25,-0.7101717497425702,0.5114234542491981,-0.4379501609937077,1.247693897465029,-0.10431706818455985
2010-02-26,-0.7110329235582998,0.5100394765430486,-0.4411139186971362,1.2471232426903722,-0.1058238036891366
2010-03-01,-0.7031105830335268,0.5067506043110496,-0.4391402622788504,1.248241996906657,-0.10557703913330861
2010-03-02,-0.699080230984809,0.5067844419203221,-0.439188159843145,1.2433503158463173,-0.10604864239868744
2010-03-03,-0.7011805548191545,0.5078624537079186,-0.43903850551958373,1.2432340438902447,-0.10573949438326177
2010-03-04,-0.7013088326763388,0.5079893651304466,-0.43810316129732607,1.2506000411579092,-0.10240348696173637
2010-03-05,-0.7071851062745574,0.5050838743610155,-0.43817212896765434,1.2500459009656655,-0.10159587634828963
2010-03-08,-0.7117416089243199,0.5064168214551962,-0.4415013619294421,1.2495100538323227,-0.10163272005310808
2010-03-09,-0.7078720505976152,0.5121345570143875,-0.42227429185269794,1.2525055601898345,-0.10173018570921312
2010-03-10,-0.7047037862582898,0.5093091752271145,-0.4248171924375733,1.2527532101846188,-0.101042439043735
2010-03-11,-0.7122566741971977,0.5090746391571439,-0.42265309853918814,1.2436175766921589,-0.1013414770645642
2010-03-12,-0.7119784289979838,0.508312281027781,-0.42461516679439154,1.2446873819567947,-0.10116897879039237
2010-03-15,-0.6892433884938611,0.5064784582246667,-0.41528052993524195,1.2392163621312038,-0.10124615182705071
2010-03-16,-0.6894689343779918,0.48584963312355417,-0.4143661270445713,1.2371207651152172,-0.1010426051317941
2010-03-17,-0.6901268519012398,0.4818634759875635,-0.41396420200726486,1.2426714028509909,-0.10063957544178817
2010-03-18,-0.6877255424578067,0.4810183432338814,-0.4183365550560653,1.2484949102249883,-0.1022541638718578
2010-03-19,-0.6871680558702687,0.4804898850693251,-0.4177459688194783,1.2373158287090968,-0.10243570213194002
2010-03-22,-0.6993405425664524,0.4823435639746536,-0.41448513502287304,1.2377251939320966,-0.10210801560451888
2010-03-23,-0.6828512997737369,0.4820086004790648,-0.41264664537437473,1.2389024845225824,-0.10210195494110975
2010-03-24,-0.6877854001520372,0.4822114233790485,-0.3988572993360876,1.246253241542003,-0.10177821198700293
2010-03-25,-0.6882583043944103,0.48214298405901873,-0.38939499140010186,1.2679190932964182,-0.10218838900654169
2010-03-26,-0.6946530123585547,0.48044751504979555,-0.3842450735020078,1.2611965090146084,-0.1017688558323646
2010-03-29,-0.6935329752837927,0.47961525885134,-0.3839894410130684,1.2561089461491146,-0.10145641904286422
2010-03-30,-0.6920680386986554,0.48111703872248196,-0.38367183805883653,1.2394647798125078,-0.10322982871643682
2010-03-31,-0.6968268892856978,0.4780716110028738,-0.38388505089725483,1.2299360093854983,-0.10257853984038513
2010-04-01,-0.6802198564674918,0.4704310561900144,-0.3845827874854221,1.230486178693911,-0.10429925774262248
2010-04-02,-0.6811156335157217,0.46560091741082,-0.385148494844794,1.2244066757542282,-0.10423399772088066
2010-04-05,-0.6811720433360045,0.4650206189017102,-0.3845329407170475,1.2409068346399783,-0.10442036419395323
2010-04-06,-0.680951697985964,0.462564725536841,-0.3835534019524726,1.2276473919148925,-0.10442428105792047
2010-04-07,-0.6860782894026289,0.46314282110737925,-0.37745952725431275,1.2279361264475912,-0.10449970279809523
2010-04-08,-0.684559076478775,0.4810447228812143,-0.37205846628345335,1.2275317701493569,-0.1044191801125427
2010-04-09,-0.6860692472782809,0.4791819885685304,-0.3748370808415184,1.237438974591505,-0.10413312935802964
2010-04-12,-0.6855352663042276,0.47339204797152445,-0.3722987291240963,1.2391335894239799,-0.10322838547048685
2010-04-13,-0.6857170442615442,0.4748369129208668,-0.3714091960467776,1.2622671114081188,-0.10347845715320524
2010-04-14,-0.6887045808344012,0.46828417689083374,-0.36745566756219605,1.2609658730780466,-0.10297005317558712
2010-04-15,-0.7035836125194705,0.46683148208696884,-0.3650293185208115,1.2619695600535832,-0.10315776354059618
2010-04-16,-0.7040778408404762,0.4655046553497164,-0.364891359731473,1.2561020095535658,-0.10322448999866579
2010-04-19,-0.7148861425292911,0.46491265721819786,-0.36363220442898503,1.2566295185593883,-0.10403442853526097
2010-04-20,-0.7025845706520372,0.4628142902930219,-0.36645547977954396,1.2459765408250134,-0.10342888925112585
2010-04-21,-0.7039745508676348,0.4670622917144672,-0.3670277902597243,1.2628870152821685,-0.103918017572142
2010-04-22,-0.7056300315487102,0.4649917111723211,-0.3681593669868621,1.2822072470534738,-0.10409753637163974
2010-04-23,-0.7194201784030672,0.46414147602120664,-0.3679089958204068,1.288510019563089,-0.10555424512565491
2010-04-26,-0.719595245368817,0.46445115085899413,-0.36621406711138665,1.288569922996688,-0.1077843757247668
2010-04-27,-0.7223474678429688,0.46500322334376576,-0.3668151270243468,1.3249147780117847,-0.10875349038679327
2010-04-28,-0.7309912225005203,0.4700315271999432,-0.36679812499574943,1.3315083463420578,-0.11160988790001379
2010-04-29,-0.7365867477635549,-0.46942288815476096,-0.36706319592079495,1.3321698210511685,-0.11159355339525502
2010-04-30,-0.7382130682297204,-0.47029754130338897,-0.3595306824475288,1.3175928170600901,-0.11133318872074456
2010-05-03,-0.7393533967279182,-0.4717809949750769,-0.3595560598109992,1.3176843229159583,-0.11022380208147853
2010-05-04,-0.7434027895659328,-0.4729289153834821,-0.36373663650149896,1.2966635362005037,-0.1101928541907222
2010-05-05,-0.7433395283053492,-0.476840872240907,-0.36305251657349613,1.2977145440533644,-0.11018038602705855
2010-05-06,-0.7321907835867175,-0.4682188796663009,-0.3548163228028685,1.299011354437029,-0.11001530110650623
2010-05-07,-0.7314062015597327,-0.46818993586279245,-0.3541234126108501,1.225268479228972,-0.11046544417343553
2010-05-10,-0.7285586300646525,-0.4588277488365465,0.3531524150152175,1.1823858584182605,-0.11009202896417139
2010-05-11,-0.7282285979403263,-0.46036392885617244,-0.35307494513405724,1.1823106532580245,-0.10982368207674102
2010-05-12,-0.7136733466977013,0.45632097090757856,-0.35287130998376054,1.1558731886279379,-0.11042663643777394
2010-05-13,-0.7154620833780744,0.46553194371638873,-0.3528699259169716,1.1523222947115244,-0.11043467350789324
2010-05-14,-0.713782056534264,0.46572683432831774,0.35131431004577107,1.1524745705690091,0.11082006185384347
2010-05-17,-0.7131718891265824,0.4662880866607813,0.3524906471460634,1.1577827997301722,0.11088675611872632
2010-05-18,-0.71358267198072,0.4720037690822019,0.3529791854591931,1.1562903743222541,0.11039526718412164
2010-05-19,-0.7098937933869107,0.4728662554916908,0.35599070326754084,1.1505027256473042,0.11034770307750273
2010-05-20,-0.7090166080435557,0.47615695203420333,0.3549892306110128,1.166020805233655,0.11055797761850931
2010-05-21,-0.7100281668080421,0.48191534307746325,0.3549826324114645,1.162083857834756,0.11092476612687384
2010-05-24,-0.7098451443327947,0.4918501196961486,0.3561318827475793,1.1600764144299822,-0.11309357278220077
2010-05-25,-0.7214821306731747,-0.48698577372657,0.3414011354246343,1.165367407405183,-0.11393181008971554
2010-05-26,-0.7305556981745841,-0.48003610007214054,0.3424538651031346,1.178254405064541,-0.11645400261352015
2010-05-27,-0.7245851768894407,-0.4767729057104042,0.3431590786365646,1.0830569108104966,-0.11657905650433142
2010-05-28,-0.7304627233284301,-0.4783132138193898,0.3415727679358075,-1.0839727873695122,-0.1164088862770799
2010-05-31,-0.7310236447745414,-0.45659553889603827,0.34126234630585417,-1.084066413859515,-0.11687016634015458
2010-06-01,0.7150718132895563,-0.4554603525028417,0.3409133589562296,-1.0833403299288864,-0.11627801091287489
2010-06-02,0.7125887922026743,-0.4538438983952851,0.3420294891623829,-1.0888750642961968,-0.11687863955498311
2010-06-03,0.7176375128678557,-0.44883958955304554,0.34076352963609213,1.0898523923229317,-0.11912315941748074
2010-06-04,0.7177617259730155,-0.44862043193347817,-0.34047328352037043,-1.0858083323116163,-0.1188305759046015
2010-06-07,0.7220402932167362,-0.45198858520496316,0.3434653700510347,1.080330082624097,-0.11866790817417941
2010-06-08,-0.730630766662218,-0.4570258854237621,-0.3437485157414239,1.0683522894319715,-0.11855645745114651
2010-06-09,-0.7349957451403196,-0.45868225129246926,-0.33722557116167484,1.0636877469733672,-0.11949748748224996
2010-06-10,0.7394673969669195,-0.4563431119881481,-0.3380375765275582,1.0532380218518063,-0.11933773949603142
2010-06-11,0.7387315694618874,-0.4598748244848165,-0.33881776055694485,1.0371273521413387,-0.11910815913625532
2010-06-14,0.7564792146106624,-0.46283441569880013,-0.33864117734296395,1.031854936015657,-0.12001125729588591
2010-06-15,0.7451806886635814,-0.4633976020475462,-0.33863777936301037,1.035433059872403,-0.11945182869254754
2010-06-16,0.7447769466384305,-0.4607981310337037,-0.3417208743990644,1.0359880057235251,-0.11949960174595428
2010-06-17,0.7422082820322456,-0.4524288508196878,-0.3396552792461978,1.0319867982488409,-0.12121751857290838
2010-06-18,-0.7374857883824766,-0.44791000988689866,-0.33949182132143674,0.9943453271805454,-0.12069303519877392
2010-06-21,-0.7334737956050567,-0.44134718202714746,-0.3399529045550166,0.9942671774224123,-0.1202654109395325
2010-06-22,-0.7335537145628716,-0.43745096979123804,-0.3329249000562772,0.9758368779398242,-0.12275077341739465
2010-06-23,-0.7390752877126906,-0.43744310106770745,-0.3340881860209893,0.9726190807399198,-0.12430607151122856
2010-06-24,-0.7415411012258851,-0.4355178466504733,-0.33823412928198077,0.9587489753622921,-0.12323137543518224
2010-06-25,-0.7431389654721143,-0.4355692787378507,-0.33780088517624013,0.9552640923373019,0.1241118539686075
2010-06-28,-0.7420560275752487,-0.4361292685365389,-0.3377527897058809,0.9594812773060207,-0.12287379600347167
2010-06-29,0.746845984339036,-0.43631167783762664,-0.3377536373648276,0.9513189155010778,-0.12287595544900767
2010-06-30,0.7574258000253146,-0.43593039416899054,-0.3378103679577438,0.9589728993317057,-0.12285220131849087
2010-07-01,0.7386916614605931,-0.43364384194624317,-0.33340213240515565,0.9589759859941906,-0.12304015200113537
2010-07-02,0.6712520632196244,-0.43537661577346115,-0.3337643530806134,0.9602258839873283,-0.12208700242153483
2010-07-05,-0.6604639486627116,-0.4355034324108027,-0.335990152074058,0.965337312844637,-0.12213648198026737
2010-07-06,-0.6542848047904094,-0.4348533500466282,-0.342830776406198,0.9664046266801787,-0.12222529674769395
2010-07-07,-0.6563205915886703,-0.43359443386978885,0.3418024270983911,0.9822182842866127,-0.12485164636011908
2010-07-08,-0.6585403681642243,-0.44017559501066894,0.34373612780815693,0.9737199896615496,-0.1245527623461139
2010-07-09,0.6469772602850172,0.43722528935266486,0.34212219471621175,0.972735952705959,-0.12494413805494596
2010-07-12,0.6445098664711066,0.44310329126137027,0.3412522519278414,0.954784143921925,0.12486650225066484
2010-07-13,0.6390286458315159,0.4436472965428056,0.3414654573390303,0.9515867843341529,0.12489400898515335
2010-07-14,0.6259299277732018,0.4429300036943446,0.344762267938578,0.9526121130718745,-0.12521185672062257
2010-07-15,-0.6042572944854022,-0.44181016398580314,0.34787082773185685,0.9518415125458983,-0.12539857404395116
2010-07-16,-0.6031238031126046,-0.43056624538400545,0.3456148284501807,0.9477204293636026,-0.12620666733622357
2010-07-19,-0.6069706853718803,-0.4336827851274715,0.3463297600028256,0.9450770074567245,-0.1264388766965227
2010-07-20,-0.6077358909128123,-0.43365966262260713,0.3455907213757582,0.9510899852183458,-0.12616754123134508
2010-07-21,0.6098597299147044,-0.4331581591669012,0.3476902658372234,0.9505213875400127,-0.12672662008686203
2010-07-22,0.6095822862260643,-0.433301878443732,0.3446472365886103,-0.9514812462903562,-0.13398655166250645
2010-07-23,0.6096718926724652,-0.4354227968958441,0.3444885076828585,0.9427943760058343,-0.13677145609312424
2010-07-26,0.5964241349547994,-0.43584612670436684,0.3378362183748212,0.9433916085429451,-0.13681748124958215
2010-07-27,0.6000699722383876,-0.4361154570855503,0.3466825599456385,0.9425426538360618,-0.1354827854998028
2010-07-28,0.5992936094302078,-0.43791568347954996,0.345607562773384,0.9313486289119886,-0.13791864630402972
2010-07-29,0.5998574668053769,-0.4380578454046867,0.3467410757307991,0.9365377536405286,-0.1382261310870845
2010-07-30,0.5992786509495533,-0.44008458041386445,0.3469016043435317,0.9373557461921156,-0.13909459054437331
2010-08-02,0.606258382101086,-0.4413064384389549,0.35169878311911906,0.9342543142856501,-0.13701039407537513
2010-08-03,0.5974824463057439,-0.45231054357100964,0.35229180267976884,-0.922041283056267,-0.13758622948062157
2010-08-04,0.59528565840382,-0.4561938883504254,0.3470322190359348,0.9192714226781714,-0.13879593557342357
2010-08-05,0.5972447671399803,-0.45722399864801866,0.3460030723368487,0.919778730060323,-0.14168965591706953
2010-08-06,0.5980662290118391,-0.4576607274396348,-0.34264726421891356,0.9050615091878536,-0.1417768038353223
2010-08-09,0.5971873616786847,-0.45391556792032445,0.34089919511534145,0.8990076162921851,-0.1427749325351641
2010-08-10,0.6021245512541946,-0.4536621419641953,0.34111283055973063,0.8938071039653542,-0.1423923510961166
2010-08-11,0.5993554999401127,-0.4550320537347299,0.34949647791439054,0.8925956785117872,-0.14333689867439503
2010-08-12,0.5995338517986432,-0.4567493497286279,0.35715281109396657,0.8719002238848864,-0.14340406655270277
2010-08-13,0.5949718046047184,-0.45877521086185885,0.36073451672650736,0.8739185599455109,-0.1444487242382148
2010-08-16,0.5967466690101949,-0.4605584058917652,0.35928193439320977,0.8743243127661934,-0.1454053230524635
2010-08-17,0.5959732741014904,-0.45429931727528916,-0.3526466016462574,-0.8789963148187557,-0.14577612771227033
2010-08-18,0.5988989303191932,-0.45673329470979485,0.35053181579410847,0.881081891277769,-0.14701573299616225
2010-08-19,0.6066660143123129,-0.46072139195582085,0.3339075358434792,-0.8835866964187667,-0.1496362527243697
2010-08-20,0.6079539617495449,-0.46330657835172306,0.3325912079750248,-0.8891000148384443,-0.1497274178148544
2010-08-23,-0.6073189315658933,-0.46188873881720627,0.33268975755265495,-0.8831975397615833,-0.14938095733427076
2010-08-24,0.6073189315658933,-0.4635561012869928,0.33185531479260216,-0.8862807150854911,-0.15441504162302577
2010-08-25,0.6059743624033394,-0.4579689842508164,0.32438036237735995,-0.8862946387685234,-0.15443120205942
2010-08-26,0.6039718905315803,-0.45795207996522114,0.3263023103934576,-0.88105590086326,-0.15737301902099213
2010-08-27,0.6040582737561423,0.45605595590913217,0.3264813117140922,-0.8719274010735611,-0.16010136164717517
2010-08-30,0.602737387922103,-0.4613354967287763,0.32820306472277583,-0.8719323727854781,-0.16454713975593285
2010-08-31,0.6015023720239432,-0.4602997918246435,0.32789677025508795,-0.8726013456797692,-0.1645827687332568
2010-09-01,0.6034310758999195,-0.45294314798437707,0.3306967269438275,0.857957041984105,-0.1665129467265095
2010-09-02,0.6027922473677126,-0.4551632123802147,0.3304444929970975,-0.8538812998943085,-0.16699897269161174
2010-09-03,0.6049600133512066,-0.45626192794772175,0.3307968593231155,-0.853784194575668,-0.16920928435978244
2010-09-06,0.6048507814409362,-0.45665337829744074,0.3284675426718072,-0.8491589911927496,-0.17116227208266352
2010-09-07,0.6126510255096163,-0.454538880683562,0.3289284873231409,-0.8525675892314559,-0.17409055232292006
2010-09-08,0.6067494264336307,-0.45330314878088757,0.3280178121867146,-0.8524634975086973,-0.17638642011622288
2010-09-09,-0.6071317530834226,-0.45174021507125944,0.3263996849384948,-0.8515997081937625,-0.17604988819318926
2010-09-10,0.6068861761230663,-0.45267232976793415,0.32544483643842104,-0.8511257881432233,-0.17670522972174404
2010-09-13,0.6065818554276292,-0.452525657769757,0.32625470628458997,-0.8480059265645357,-0.17672369717958417
2010-09-14,0.60648947725482,-0.45184622049464873,0.3252707512657911,-0.8444099940534358,-0.1766101531792628
2010-09-15,0.604748022464141,-0.45176390880769945,0.3252729537835731,-0.8428761492405441,-0.17771094505299848
2010-09-16,0.6055186064424113,-0.4519007969580913,0.3246506852311193,-0.8287962932429965,-0.17827707099599946
2010-09-17,0.6030548163860663,-0.4457149470466043,0.330039114593225,-0.8309558153601654,-0.17946241709284175
2010-09-20,0.6038332480398971,-0.44601839573282126,0.32998015478179155,-0.8305602004508366,-0.18441774546020906
2010-09-21,0.6033566023064909,-0.44647622384755503,0.33045050088246225,-0.8378748202085319,-0.18430946023032133
2010-09-22,0.6026904243707224,-0.4478215677189822,0.3307241254128922,-0.8352263381673392,-0.18692144218878878
2010-09-23,0.6094813988334687,-0.4532914127866797,0.33647105042435427,-0.8320812419349419,-0.18644240199052123
2010-09-24,0.6071403693438266,0.44984838109957664,-0.3363908365946287,-0.8542276628869997,-0.18664231801878153
2010-09-27,0.6063621360008133,0.45744936202329883,-0.3362340399627999,-0.8705281030969185,-0.18854175189263167
2010-09-28,0.6007479763503387,0.456984652192838,-0.33625485367208924,-0.870513589996243,-0.18962826266793284
2010-09-29,0.6097971360037628,0.458430636807743,-0.3368536587393067,-0.8764272187160789,-0.19197534578091338
2010-09-30,0.6052468210616564,-0.4557326117714164,-0.3355801249893469,-0.8772726399442334,-0.19242079055012953
2010-10-01,0.6059927208712751,-0.4555000876260418,-0.3379603482968011,-0.8794928491176593,-0.19278388411221278
2010-10-04,0.6061800726020238,-0.45276437386943136,-0.3403187517434339,-0.8766898868461481,-0.1927611573793671
2010-10-05,-0.602163849578064,-0.4514045245598181,-0.3280967564985116,-0.8739856454909773,-0.19529993953285557
2010-10-06,-0.6026938176393365,-0.4434836185864467,-0.3274151148621449,-0.8740554174943601,-0.19479367844988016
2010-10-07,-0.6043963397291183,-0.4404694434985816,-0.3281200693841324,-0.8758988940080623,-0.19510206737432734
2010-10-08,-0.6050655386366242,-0.43826646554094223,-0.325402430284694,-0.8617516948755437,-0.195352216255003
2010-10-11,-0.6053642539917681,-0.43484159168310377,-0.3244326484063518,-0.8542847036710014,-0.1961422200159896
2010-10-12,-0.6054454657270314,-0.43156926432997,-0.33606514526738324,-0.8542956144123214,-0.1956035730176326
2010-10-13,-0.604069294690135,-0.4368179345207279,-0.3363874678412531,-0.847823346560306,-0.19831380662609288
2010-10-14,-0.5948468440221001,-0.43939012863919086,-0.3355478749973385,-0.8906562971379922,-0.19675912374122778
2010-10-15,-0.5882976895517151,-0.43081530487658304,0.33600358000012676,-0.8930921230687661,-0.19706301641528923
2010-10-18,-0.5855698249346719,-0.4340340736042655,-0.33659305186053723,-0.8859808190719793,-0.19664706530257225
2010-10-19,-0.595172411431239,-0.43527250423797365,0.3376028930135823,-0.8879149528165049,-0.1982453442333649
2010-10-20,-0.5990372103777799,-0.43730078397960087,0.33743096768364944,-0.8877469942690199,-0.19830146529425924
2010-10-21,-0.596091320908441,-0.441629128881312,0.33857544943649776,-0.8849228341664771,-0.1988281876285228
2010-10-22,-0.5894781800683464,-0.44538097106155994,0.3393858926591664,-0.8867035913691054,-0.19942136486172005
2010-10-25,-0.5895831858236824,-0.4452643979546052,0.3393984807941582,-0.8862298992107344,-0.2004961924627861
2010-10-26,-0.5822508334775084,-0.4447688816543401,0.33452875185448416,-0.894854317416884,-0.20119645936086109
2010-10-27,-0.5821806731740921,-0.44430439544224554,0.33920691748279325,-0.8879895149658709,-0.2006539332905021
2010-10-28,-0.579000941317626,-0.44432768388767296,0.33645545249970327,-0.892920498041883,-0.19966667514651087
2010-10-29,-0.5719941212897007,-0.4447009736432768,0.33632991015463976,-0.9066641470303612,-0.20397536122366405
2010-11-01,-0.5654141816693876,-0.44332073154679374,0.3387482952519058,-0.9085395703333377,0.20397067678831612
2010-11-02,-0.5714342624756873,-0.4438794003696276,0.33872666533127366,-0.9075710625786239,0.20600671722674987
2010-11-03,-0.5724116271999592,-0.44618263230414784,0.3397725802230561,-0.906368402106175,0.2057130679771337
2010-11-04,-0.5727099766975002,-0.4538905054394736,0.34094002742504353,-0.9075377983042351,0.20558950700525713
2010-11-05,-0.5758279688164017,-0.4552551805807503,0.34068192731159264,-0.9406085015133484,-0.2084520826088647
2010-11-08,-0.5716169327441892,-0.46325169162926616,0.3402552134240793,-0.9399762529279196,-0.2089314577779694
2010-11-09,-0.5716456980342579,-0.46793793095581626,0.3458885950242073,-0.9584437570743021,-0.20854945330877536
2010-11-10,-0.5714333295054904,-0.46021745285150856,0.344488241955012,-0.962619523553003,0.21044241204584413
2010-11-11,-0.5654450940047655,-0.46245693194618703,0.3444170694778053,-0.9767376357457814,0.21755269866337992
2010-11-12,-0.5643037146808728,-0.45499145195114254,0.34041577295560616,-0.9813320598111449,0.21754248516527347
2010-11-15,-0.564764750401453,-0.45459885426206725,0.3408885387317961,-0.9830603589868153,-0.22239152936859255
2010-11-16,-0.56198100651613,-0.4497964103084318,0.34045163718759114,-0.991975141573148,-0.22129168286604434
2010-11-17,-0.5620996937173651,-0.4504022452579058,0.34106554833449176,-0.9868610597213073,-0.2207861727112802
2010-11-18,-0.568610236188976,-0.45285995685678915,0.34611318536296387,-0.9846507720851942,-0.22008528161069926
2010-11-19,-0.6069514552975992,-0.4541448296730138,0.34637020655121703,-0.9844694376453277,-0.2261233999154564
2010-11-22,-0.616056651369669,-0.4528911655750112,0.3445251431302127,-0.9820207697389585,0.2275988587515917
2010-11-23,-0.6191968269542997,-0.45340531837122006,0.34441805002183024,-0.9825282954752987,-0.2260793265373272
2010-11-24,-0.6163228989588724,-0.45431441368853115,0.34482457259270655,-0.9843773771925352,-0.22535973059852288
2010-11-25,-0.6190016553194168,-0.45486947649183707,0.3445442832569101,-0.9928484550152817,0.2319562918620365
2010-11-26,-0.6285756177211785,-0.45919960336750526,0.34581644785262816,0.9921557727475823,0.2421387004612949
2010-11-29,-0.6304335697104949,-0.4617646285827205,0.3467830636378012,1.0151708801402533,0.2448904549004391
2010-11-30,-0.6358177243168064,-0.46184425447910693,0.3482533431954249,1.0200248232181417,0.2448314148703243
2010-12-01,-0.6498135968390664,-0.4639653461561062,0.3482630579512876,-1.0199022668365234,-0.24494447468964642
2010-12-02,-0.6774846961365397,-0.4657395124596104,0.3482606291861035,-1.0186442455267883,-0.24389097743337623
2010-12-03,-0.6761025415119709,-0.4795813922707915,0.3499189795164805,-1.0108717571537726,-0.24394194311353823
2010-12-06,-0.6662507598958557,-0.47944555681728523,0.34871060544971216,-1.012536879954371,-0.24216357721160625
2010-12-07,-0.6688705845511193,-0.47915085380561107,0.34919340914250535,-1.0002265769824412,-0.24504835418636198
2010-12-08,-0.6676571660484146,-0.4746248591154995,0.3497388473922078,-1.000556964969659,-0.24519422741125646
2010-12-09,-0.6504727198742348,-0.46729844405405224,0.35326425173498144,-1.000556964969659,-0.24479339876007075
2010-12-10,-0.6436257872685709,-0.4648170221796657,0.35318774358651484,-1.007712822578896,0.24549793468817385
2010-12-13,-0.6617936581991819,-0.46506220521280706,0.35743265920805684,-1.007079475045294,-0.2435518593103076
2010-12-14,-0.6570773114522439,-0.4644858702472521,0.35759513154089106,-1.0040155582090928,-0.253497242119451
